publish_date,text,source,Rating,text_clean,text_id
2025-02-14 12:57:00,@mirwaan Aamiin,Instagram,3,@mirwaan Aamiin,@Mmirwaan Aamiin
2025-01-20 3:44:05,Ada tempat parkirnya kah? <br>Baru mau ikut soalnya🙏🏻🙏🏻,YouTube,3,Ada tempat parkirnya kah? <br>Baru mau ikut soalnya folded hands  folded hands ,Ada tempat parkirnya kah? <br> Baru maukut soalnya dilipat tangan
2025-01-10 5:28:48,Semoga dapat rejeki tahun ini…. MMB 2025 🤲🤲,Instagram,3,Semoga dapat rejeki tahun ini…. MMB 2025  palms up together  palms up together ,Semoga dapat rejeki tahun inii MMB 2025 telapak tangan up bersama-sama
2025-01-09 22:20:24,Count me in,Instagram,3,Count me in,Aku ikut.
2025-01-09 18:47:41,"@fiolafio kapan ya mmb ini, daftar gimana pengen nyoba iku",Instagram,3,"@fiolafio kapan ya mmb ini, daftar gimana pengen nyoba iku","@fiolafio kapan ya mmb ini, madeastar gimana pengen nyoba iku"
2025-01-09 17:22:24,Finger crossed 🙌,Instagram,3,Finger crossed  raising hands ,Silangkan jari mengangkat tangan
2025-01-09 17:09:00,@patutpatut_purnawan mudah2 an ada keajaiban dari planet Namec ya patut,Instagram,3,@patutpatut purnawan mudah2 an ada keajaiban dari planet Namec ya patut,@patutpatut purnawan mulah2 an ada keajaiban dari planet Namec ya patut
2025-01-09 14:06:57,@januarta.komang semoga dapat free slot FM ya🙌🤣🙏,Instagram,3,@januarta.komang semoga dapat free slot FM ya raising hands  rolling on the floor laughing  folded hands ,@januarta.komang semoga dapat kosong slot FM ya mengangkat tangan bergulir di lantai tertawa terlipat tangan
2025-01-09 14:05:36,Tahun ini FM @patutpatut_purnawan  jangan kasi kendor,Instagram,3,Tahun ini FM @patutpatut purnawan  jangan kasi kendor,Tahun ini FM @patutpatut purnawan jangan ki kendo
2025-01-09 13:05:00,semoga rezekinya tahun ini🤍🌹,Instagram,3,semoga rezekinya tahun ini white heart  rose ,Semoga rezekinya tahun inii putih hati mawar
2025-01-08 22:12:28,"@maybankmarathon tgl berapa ya MMB, info pendaftaran 😁🙏",Instagram,3,"@maybankmarathon tgl berapa ya MMB, info pendaftaran  beaming face with smiling eyes  folded hands ","@maybankmarathon tgl berapa ya MMB, info pendaftara beaming wajah dengan mata tersenyum dilipat"
2025-01-08 14:47:05,Yang mau tanya2 ttg maybank marathon boleh dm aku yah!🙌,Instagram,3,Yang mau tanya2 ttg maybank marathon boleh dm aku yah! raising hands ,Yang Mau tanya2 ttg maybank maraton bleh dm aku yah!
2025-01-08 13:57:59,mau gasss.....,Instagram,3,mau gasss.....,Mau gas ......
2025-01-08 7:37:46,@ptr9611 😃😄,Instagram,3,@ptr9611  grinning face with big eyes  grinning face with smiling eyes ,@ptr9611 menyeringai wajah dengan mata besar menyeringai wajah dengan mata tersenyum
2025-01-07 19:22:07,@ridosetiawan15 astungkara maan pak 🔥🔥,Instagram,3,@ridosetiawan15 astungkara maan pak  fire  fire ,@ridosetiawan15 atungkara maan pak api
2025-01-07 14:21:12,@adicjaya Gass,Instagram,3,@adicjaya Gass,@adicjaya Gass
2025-01-07 13:14:43,Paling Panjang laah @putuninda__ kayak pernah liat 🥰🥰,Instagram,3,Paling Panjang laah @putuninda   kayak pernah liat  smiling face with hearts  smiling face with hearts ,Paling Panjang laah @putuninda kayak pernah wajah tersenyum dengan hati tersenyum dengan hati
2025-01-06 16:00:03,@juaneriona semoga dapet bang,Instagram,3,@juaneriona semoga dapet bang,@juaneriona semoga dapet bang
2025-01-06 15:51:27,ditunggu mang @khoirulabidin__ 🔥🔥🔥,Instagram,3,ditunggu mang @khoirulabidin    fire  fire  fire ,Ditunggu Mang @khoirulabidin api api api
2025-01-06 15:26:48,@fitrivivi_ gassss,Instagram,3,@fitrivivi  gassss,@fitrivivivi gasss
2025-01-06 12:53:16,@ekodani03 ndak berani disitu 😢,Instagram,3,@ekodani03 ndak berani disitu  crying face ,@ekodani03 ndak berani disitu wajah menangis
2025-01-06 11:45:56,@widiiawalinono haruski yee virgin sippaddua fm fada wettunna hm,Instagram,3,@widiiawalinono haruski yee virgin sippaddua fm fada wettunna hm,@widiawalino haruski yee virgin sippaddua fm fada wettunna hm
2025-01-06 11:05:47,@thewdy Marijo,Instagram,3,@thewdy Marijo,@thewdy Marijo
2025-01-06 9:56:59,@fitrivivi_ bismillah semoga kita berdua dapat slot FM👏,Instagram,3,@fitrivivi  bismillah semoga kita berdua dapat slot FM clapping hands ,@fitrivivivi bismillah semoga kita bentua dapat slot FM bertepuk tangan
2025-01-06 9:53:24,Regis jo? @rifkha_paputungan ?😆,Instagram,3,Regis jo? @rifkha paputungan ? grinning squinting face ,Regis jo? @rifkha paputungan Sambil menyeringai wajah
2025-01-06 9:44:21,"bismillah smga dapat,fm dih @widiiawalinono",Instagram,3,"bismillah smga dapat,fm dih @widiiawalinono","bismillah smga dapat,fm dih @widiawalino"
2025-01-05 20:39:05,Bismillah dapat slot taon ini,Instagram,3,Bismillah dapat slot taon ini,Bismillah dapat slot taon inii
2025-01-05 17:20:20,@jeje.patti menyala 🔥🔥,Instagram,3,@jeje.patti menyala  fire  fire ,@jeje.patti menyala api
2025-01-05 12:47:26,Gasskenn🔥,Instagram,4,Gasskenn fire ,Gasskenn api
2025-01-05 10:06:58,@rizkiarifp 😂😂,Instagram,3,@rizkiarifp  face with tears of joy  face with tears of joy ,@rizkiifp wajah dengan air mata sukacita wajah dengan air mata sukacita
2025-01-05 9:59:20,@1212.akbarr ku tandai kau ya 📌,Instagram,3,@1212.akbarr ku tandai kau ya  pushpin ,@1212.akbarr ku tandai kau ya pushpin
2025-01-05 5:58:57,"join? 42K
@agungerlangga14",Instagram,3,"join? 42K
@agungerlangga14",- 42K @agulerlangga14
2025-01-04 22:36:06,Bismillah,Instagram,3,Bismillah,Bismillah
2025-01-04 16:59:57,@ekodani03 woooww..woooww.... 🔥🔥🔥🔥,Instagram,3,@ekodani03 woooww..woooww....  fire  fire  fire  fire ,@ekodani03 woooww..woooww.... kebakaran api
2025-01-04 14:43:37,Gassss HM  2025 ?@cndywdyt @cindymind29 @nandasyar_ 🔥🔥🔥,Instagram,3,Gassss HM  2025 ?@cndywdyt @cindymind29 @nandasyar   fire  fire  fire ,Gas HM 2025? @cndywdyt @cindymind29 @nandasar kebakaran api
2025-01-04 9:31:42,Semoga dpt tahun ini 🙏,Instagram,3,Semoga dpt tahun ini  folded hands ,Semoga dpt tahun ini dilipat tangan
2025-01-04 8:08:01,@sovaazmi kalo dapet ballout oui,Instagram,3,@sovaazmi kalo dapet ballout oui,@sovaazmi kalo dapet ballout oui
2025-01-03 18:12:22,masa gak gas sih @adit_ranjang @hana_ritdia,Instagram,3,masa gak gas sih @adit ranjang @hana ritdia,MASA GAK Gas sih @adit ranjang @hana Ritdia
2024-12-21 23:29:21,"<a href=""https://www.youtube.com/watch?v=Pkv8tB-0vhU&amp;t=1130"">18:50</a> 6jam-9menit great job 😊",YouTube,3,"<a href=""https bingung /www.youtube.com/watch?v julurkan bahasa kv8tB-0vhU&amp;t=1130"">1 kagum 50</a> 6jam-9menit great job  smiling face with smiling eyes ","<a href=""https bingung /www.youtube.com/watch?v julurkan bahasa kv8tB-0vhU&amp;t=1130""> 1 kagum 50/a> 6jam-9menit pekerjaan besar tersenyum dengan mata tersenyum"
2024-12-21 22:28:17,Amin paling kenceng smoga tahun depan bisa ikut,Instagram,4,Amin paling kenceng smoga tahun depan bisa ikut,Amin paling kenceng smoga tahun depan bisa ikut
2024-12-21 18:36:10,Pendaftarannya kapan d buka?,Instagram,3,Pendaftarannya kapan d buka?,Pendaftaranya kakan d buka?
2024-12-21 15:23:07,@wahyusiswanti seriusan ya udh nanti tak cariin maa hahah,Instagram,3,@wahyusiswanti seriusan ya udh nanti tak cariin maa hahah,@wahyusiswanti seriusan ya udh nanti thak cariin maa haha
2024-12-21 14:17:34,Bisa2nya buka ig langsung muncul ini..😭🔥,Instagram,3,Bisa2nya buka ig langsung muncul ini.. loudly crying face  fire ,Bisa2nya buka ig langsung muncul inii.. keras menangis wajah api
2024-12-21 12:21:09,Mas aan @zani_safsan ikuutttt,Instagram,3,Mas aan @zani safsan ikuutttt,Mas aan @zani safsan ikuuttt
2024-12-20 21:22:22,Semoga tahun depan ada photo official yang gratis... Bayar mahal2 ga ada photo gratis... Kalah sama ajang Baru di Bali,Instagram,2,Semoga tahun depan ada photo official yang gratis... Bayar mahal2 ga ada photo gratis... Kalah sama ajang Baru di Bali,Semoga tahun depan ada foto resmi yang gratiss Bayar mahal2 ga ada photo gratiss...
2024-12-20 15:54:03,@eyaaakkkkk kapokkkk 😂,Instagram,3,@eyaaakkkkk kapokkkk  face with tears of joy ,@eyaaakkk kapokkk face with tears of joy
2024-12-20 15:53:14,@noenknc @bukanmimiperiii gmn nihhhh igku isinya iniiii,Instagram,3,@noenknc @bukanmimiperiii gmn nihhhh igku isinya iniiii,@noenknc @bukanmiperiii gmn nihhhh igku isinya iniiiii
2024-12-20 14:45:32,Pendaftarannya gmn ya MMB?,Instagram,3,Pendaftarannya gmn ya MMB?,Pendaftaranya gromn ya MMB?
2024-12-20 14:10:16,Mudah2an rejekiku tahun 2025 lari maybank marathon pokoknya lebaran lelarian so pasti di Maybank mararhon,Instagram,4,Mudah2an rejekiku tahun 2025 lari maybank marathon pokoknya lebaran lelarian so pasti di Maybank mararhon,Mudah2an rejekiku tahun 2025 lari mungkinbank pokoknya maraton lebaran lilarian sehingga pasti di Maybank Mararhon
2024-12-20 8:04:33,@nopycastano yaelah pantesan 😁,Instagram,3,@nopycastano yaelah pantesan  beaming face with smiling eyes ,@nopycastano yaelah pantesan wajah berseri-seri dengan mata tersenyum
2024-12-20 7:05:11,@phephe_sutawil HM tp emg lg demam trs tetep kulariin jdnya mo mt 😂,Instagram,3,@phephe sutawil HM tp emg lg demam trs tetep kulariin jdnya mo mt  face with tears of joy ,@phephe sutawil HM tp emg lg demam tetep kulariin jdnya wajah mo mt dengan air mata sukacita
2024-12-20 6:03:15,@nopycastano ikut yg apa btw ?,Instagram,3,@nopycastano ikut yg apa btw ?,@nopycastano ikut yg apa btw ?
2024-12-19 23:18:55,@phephe_sutawil udah mo dijmpt malaikat kmrn 😂,Instagram,3,@phephe sutawil udah mo dijmpt malaikat kmrn  face with tears of joy ,@phephe sutawil udah mo dijmpt malaiat kmrn wajah dengan air mata sukacita
2024-12-19 22:31:01,gas MMB 2025 😎,Instagram,4,gas MMB 2025  smiling face with sunglasses ,gas MMB 2025 tersenyum wajah dengan kacamata hitam
2024-12-19 22:10:15,Cara daftar nya gmna y? Spill dong,Instagram,3,Cara daftar nya gmna y? Spill dong,Cara lagoar nya gmna y?
2024-12-19 21:19:06,YaAllah semoga tahun ini bisa rejekinya🥹🙏,Instagram,3,YaAllah semoga tahun ini bisa rejekinya face holding back tears  folded hands ,Ya Allah semoga tahun ini bisa rejekiya wajah menahan air mata dilipat tangan
2024-12-19 20:04:24,@nopycastano trauma knpa?,Instagram,3,@nopycastano trauma knpa?,@nopycastano trauma knpa?
2024-12-19 19:25:44,🥲 dari dulu ikut ballout ini kagak dapet2,Instagram,3, smiling face with tear  dari dulu ikut ballout ini kagak dapet2,Smiling face with tear dari dulu ikut ballout ini kalak dapet2
2024-12-19 16:13:43,@tukangkameramaha kebetulan lewat ka haha🤣,Instagram,3,@tukangkameramaha kebetulan lewat ka haha rolling on the floor laughing ,@tukangkamamaha kebetan lewat ka haha bergulir di lantai tertawa
2024-12-19 16:12:12,Wih ada Kak @putuninda__ mendunia,Instagram,3,Wih ada Kak @putuninda   mendunia,Wih Ada KAK @putuninda melandunia
2024-12-19 15:37:56,"TOLONG TINDAK LANJUT KARYAWAN ANDA YANG MENYIKSA IBU""YANG GA BERSALAH!",Instagram,1,"TOLONG TINDAK LANJUT KARYAWAN ANDA YANG MENYIKSA IBU""YANG GA BERSALAH!","TOLONG TINDAK LANJUT KUAWAN ANDA YANG MENYIKSA IBU ""YANG GA BERSALAH!"
2024-12-19 13:12:43,@dr.yan_miracle siap menggambar rute,Instagram,3,@dr.yan miracle siap menggambar rute,@dr.yan keajaiban siap menggabar rute
2024-12-19 12:10:31,@dr.yan_miracle budaal!! 🏃🏼‍♂️💨,Instagram,3,@dr.yan miracle budaal!!  man running medium-light skin tone  dashing away ,@dr.yan budaal keajaiban!! pria berjalan nada kulit medium-cahaya gagah pergi
2024-12-19 11:20:29,@dr.yan_miracle 🔥🔥 bakarrrr,Instagram,3,@dr.yan miracle  fire  fire  bakarrrr,@dr.yan keajaiban api bakar bakarrrr
2024-12-19 11:13:28,Gassss FM 2025 ? @kingradit1701 @eftendean_ @idrishibb 😁😁,Instagram,3,Gassss FM 2025 ? @kingradit1701 @eftendean  @idrishibb  beaming face with smiling eyes  beaming face with smiling eyes ,Gasss FM 2025 @kingradiit1701 @eftedean @idrishib beaming face with smileing eyes beaming face with smileing eyes
2024-12-19 8:36:58,@nurulhaqia 24 Agst 2025,Instagram,3,@nurulhaqia 24 Agst 2025,@nurulhaqia 24 Agst 2025
2024-12-18 22:29:51,@mtrs_tama uhuuuyyy gaaaasss ngeeennggg🔥🔥,Instagram,4,@mtrs tama uhuuuyyy gaaaasss ngeeennggg fire  fire ,@mtrs tama uhuuuyy gaaaass ngeeennggg fire fire
2024-12-18 20:04:29,@mtrs_tama bisa yuk 2025 dapet slotnya bareng kita @3one.runners,Instagram,3,@mtrs tama bisa yuk 2025 dapet slotnya bareng kita @3one.runners,@mtrs tama bisa yuk 2025 dapetnya bareng kita @3one.runners
2024-12-18 16:26:52,Semoga tahun ini rejeki nya,Instagram,4,Semoga tahun ini rejeki nya,Semoga tahun inii rejeki nya
2024-12-18 16:25:07,@alishasuci sy laporin km ke a**s ntik ya😂,Instagram,3,@alishasuci sy laporin km ke a**s ntik ya face with tears of joy ,@alishasuci sy laporin km ke a**s ntik ya face with tears of joy
2024-12-18 16:24:28,@cindykad2 BELUMM KITA KENALLL INI BREKELEE . sy tag mb ina sm manda jaman dahulu🫵🤣🤣🤣,Instagram,3,@cindykad2 BELUMM KITA KENALLL INI BREKELEE . sy tag mb ina sm manda jaman dahulu index pointing at the viewer  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing ,@cindykad2 BELUMM KENALLL INI BREKELEE . sy tag mb ina sm manda jaman dahulu indeks menunjuk pada penampil bergulir di lantai sambil tertawa di lantai sambil tertawa
2024-12-18 16:12:19,@alishasuci oh bagus sy gak ditag yaaa 🫵,Instagram,3,@alishasuci oh bagus sy gak ditag yaaa  index pointing at the viewer ,@alishasuci oh bagous sy gak ditag yaaa indeks menunjuk ke penampil
2024-12-18 16:11:59,@cintyayuniar semoga barengan yak😍,Instagram,3,@cintyayuniar semoga barengan yak smiling face with heart-eyes ,@cintyayuniar semoga barengan yak tersenyum wajah dengan hati-mata
2024-12-18 12:53:02,"@temanjalan2 2025 ato 2026 deh yok, gasss!! Senggol @berliantampubolon",Instagram,3,"@temanjalan2 2025 ato 2026 deh yok, gasss!! Senggol @berliantampubolon","@temanjalan2 2025 ato 2026 deh yok, gass!!"
2024-12-18 12:32:36,MMB25 next Race,Instagram,3,MMB25 next Race,MMB25 Next Race
2024-12-18 11:58:02,@cindy_natz,Instagram,3,@cindy natz,@cindy natz
2024-12-18 10:59:30,2025 kasi lah aku slot. Masa ga dpt terus😢,Instagram,2,2025 kasi lah aku slot. Masa ga dpt terus crying face ,2025 Kasi lah aku slot. Masa ga dpt terus crying face
2024-12-16 16:06:22,@zikrizzz kasi jadiiii,Instagram,3,@zikrizzz kasi jadiiii,@zikrizzz kasi jadiiii
2024-12-16 15:13:23,@dzul_666 onnn,Instagram,3,@dzul 666 onnn,@dzul 666 onn
2024-12-15 5:41:31,2025 bulan brpa @maybankmarathon,Instagram,3,2025 bulan brpa @maybankmarathon,2025 bulan brpa @maybankmaraton
2024-12-13 16:06:39,This marathon is my dream. Someday I will run there.,YouTube,4,This marathon is my dream. Someday I will run there.,maraton ini adalah mimpiku suatu hari aku akan berlari kesana
2024-12-11 15:30:29,@sapari_h kabari nyaa tgl baraha etaa,Instagram,3,@sapari h kabari nyaa tgl baraha etaa,@safari h kabari nyaa tgl baraha etaa
2024-12-11 15:15:05,@fahri.alfian berangkat ..sekalian summit agung n batur hahaa,Instagram,3,@fahri.alfian berangkat ..sekalian summit agung n batur hahaa,@fahri.alfian berangkat ..sekalaian puncak angung n batur hahaa
2024-12-11 14:22:27,@sapari_h berangkat coach?,Instagram,3,@sapari h berangkat coach?,@sapari h berangkat coach?
2024-12-10 9:01:18,Udah ada tanggal yg pasti MMB 2025 ?,Instagram,3,Udah ada tanggal yg pasti MMB 2025 ?,Udah Ada tanggal yg pasti MMB 2025 ?
2024-12-10 8:16:37,syarat ikut apa ka? buat th 2025,Instagram,3,syarat ikut apa ka? buat th 2025,syarat ikut apa ka? buat th 2025
2024-11-27 22:38:15,@zekevillorente,Instagram,3,@zekevillorente,@zekevillorente
2024-11-26 11:32:31,"Salfok suara VO nya, cakep bgt 😍",Instagram,5,"Salfok suara VO nya, cakep bgt  smiling face with heart-eyes ","Salfok suara VO nya, wajah sigap tersenyum dengan hati-mata"
2024-11-07 11:38:44,Keren banget om,YouTube,4,Keren banget om,Keren banget om
2024-11-07 9:05:17,Let’s go #MMB25 @fazila_eiyla 💪🏻🔥,Instagram,3,Let’s go #MMB25 @fazila eiyla  flexed biceps  fire ,Lets go #MMB25 @fazila eiyla flexed bisep fire
2024-11-01 19:16:18,ihh covernya ada dokter idola akuuuhh ❤️ @nuraenifuji,Instagram,3,ihh covernya ada dokter idola akuuuhh  red heart  @nuraenifuji,ihh covernya ada dokter idolta akuuuhh red heart @nuraenifuji
2024-10-30 6:24:01,"Kemarin finish strong, tahun depan harus pb, bismillah 🤲🙌🙌",YouTube,3,"Kemarin finish strong, tahun depan harus pb, bismillah  palms up together  raising hands  raising hands ","Kemarin menyelesaikan kuat, tahun depan harus pb, bismillah telapak tangan bersama-sama mengangkat tangan"
2024-10-28 11:01:02,wishlist ikut raceku itu bukan bormar bukan maybank marathon atau word major marathon. tapi alfamart run,Twitter,2,wishlist ikut raceku itu bukan bormar bukan maybank marathon atau word major marathon. tapi alfamart run,wishlist ikut race itu bukan bormar bukan maybank marathon atau word major marathon. tapii alfamart run
2024-10-28 9:27:08,@skinbrotha Tapi ingat ya kawan kawan beda event beda isi racepack nya. Sejauh ini. Hanya Alfamartrun lah yg banyak bgt itu printilanya. Sekelas event lari besar Jogmar Borobudur sama Maybank marathon gk sebanyak itu dan setengahnya gak ada,Twitter,1,@skinbrotha Tapi ingat ya kawan kawan beda event beda isi racepack nya. Sejauh ini. Hanya Alfamartrun lah yg banyak bgt itu printilanya. Sekelas event lari besar Jogmar Borobudur sama Maybank marathon gk sebanyak itu dan setengahnya gak ada,@skinbrotha Tapi ingat ya kawan kawan bada event beda isi racpack nya. sejauh ini. Hana Alfamartrun ah y banyak bgt itu printilalanya. peristiwa Sekelas lar Jogmar Borobugur sama Maybank maraton sekbanyak itu dan setenkah gak gada
2024-10-28 7:25:34,@ezash WTS Onpoint Muscle Gun Features Heating and Cooling Edisi maybank marathon blom pernah dipakai. Buka box hanya utk pastiin nyala. Harga 1.6jt lokasi jakarta pusat sudirman #KhilafClubOktober https://t.co/om7CseKbBX,Twitter,3,@ezash WTS Onpoint Muscle Gun Features Heating and Cooling Edisi maybank marathon blom pernah dipakai. Buka box hanya utk pastiin nyala. Harga 1.6jt lokasi jakarta pusat sudirman #KhilafClubOktober https bingung /t.co/om7CseKbBX,@ezas WTS Onpoint Muscle Feature and Cooling Edisi maybank marathon blum pernah dipakaii. Buka box hanya utk pastin nyala. Harga 1.6jt lokasi jakarta pusat sudirman #KhilafCuktober https bingung /t.co/om7CseKbX
2024-10-27 12:04:47,pengin ikut full marathon lagi. keinget gimana kudu bangun paginya. berangkat pas masih gelap. flag off pun masih gelap. shalat subuh di jalan. saling cheering sesama pelari bahkan ngobrol. sampe vibes ke garis finish-nya. next fm btn jakim? atau maybank? atau bomar?,Twitter,3,pengin ikut full marathon lagi. keinget gimana kudu bangun paginya. berangkat pas masih gelap. flag off pun masih gelap. shalat subuh di jalan. saling cheering sesama pelari bahkan ngobrol. sampe vibes ke garis finish-nya. next fm btn jakim? atau maybank? atau bomar?,Pengin ikut full marathon lagi. keinget gimana kudu bangun paginya. berangkat pas mas mas mas asih gelap. flags off nih gelap. shalat subuh di jalan. saling sesama baharikan ngol. sampe vibes keis garis finish-nya. next fm btn jakim? atau? atau bomar?
2024-10-27 9:56:13,@tirta_cipeng Pernah ketemu &amp; foto bareng di event Maybank Marathon kemarin asli ramah banget pak dokter,Twitter,3,@tirta cipeng Pernah ketemu &amp; foto bareng di event Maybank Marathon kemarin asli ramah banget pak dokter,@tirta cipeng Pernah ketemu &amp; foto bareng di even Maybank Marathon kemarin asli ramah banget pak dokter
2024-10-26 15:59:51,Tadi plan dgn bonnie and amir nk join maybank marathon 2025..,Twitter,3,Tadi plan dgn bonnie and amir nk join maybank marathon 2025..,Tadi rencana dgn Bonnie dan amir nk bergabung maybank maraton 2025 ..
2024-10-25 19:50:53,Semoga Sukses acaranya,Instagram,4,Semoga Sukses acaranya,Semoga Sukses aharanya
2024-10-24 7:36:05,Aku pake St.Ives radiant skin dpt dr racepack maybank marathon. Abis maskeran kulit berasa mulus puol dan tak pake jg buat maskeran ketek. Btw pengen review produk lain yg di etalase itu boleh ga sih?,Twitter,5,Aku pake St.Ives radiant skin dpt dr racepack maybank marathon. Abis maskeran kulit berasa mulus puol dan tak pake jg buat maskeran ketek. Btw pengen review produk lain yg di etalase itu boleh ga sih?,Aku pake St.Ives kulit cerah dpt dr racpack maybank maraton. Abis maskereran kulit berasa puol dan tek pake jg buat maskerantek.
2024-10-23 6:58:05,@boykebudimansumantri sama saja eyang 😂😂😂 aku senang banget soalnya ini medali pertama aku di kategori fm 😍😍😍,Instagram,3,@boykebudimansumantri sama saja eyang  face with tears of joy  face with tears of joy  face with tears of joy  aku senang banget soalnya ini medali pertama aku di kategori fm  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes ,@boykebudimanmantri sama saja eyang face with tears of joy face with tears of joy aku senang banget soalnya ini medali aduma aku kategori fm smileed face with heart-eys smiles with heart-eys smiles smileed face with heart-eyes smiles with heart-eyes smiles heart-eys smiles smiles face with heart-eyes smiling faces with heart-eys soanesss
2024-10-23 5:38:15,"@boykebudimansumantri maaf @emy_aysee ..
Sekarang eyang perhatikan dg baik dan pake kacamata,,, benar,, Ternyata @reh.ulina 😂😂😂😂",Instagram,3,"@boykebudimansumantri maaf @emy aysee ..
Sekarang eyang perhatikan dg baik dan pake kacamata,,, benar,, Ternyata @reh.ulina  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy ","@boykebudimanmanmantri maaf @emy aysee.. Sekarang eyang perhatikan dg baik dan pake kakamata, benar, Ternyata @reh.ulina wajah gembira dengan air mata sukacita wajah dengan air mata wajah sukacita"
2024-10-23 0:51:06,Dalam nama TuhanYesus 2025 aku masuk Bali marathin🔥🔥 amiiin,Instagram,4,Dalam nama TuhanYesus 2025 aku masuk Bali marathin fire  fire  amiiin,Dalam nama TulanYesus 2025 aku masuk Bali marathin fire amiin
2024-10-22 14:37:36,"Eeeee ada @emy_aysee 
@tngrunners_ 🔥🔥🔥",Instagram,3,"Eeeee ada @emy aysee 
@tngrunners   fire  fire  fire ",Eeeee ada @emy aysee @tngrunners fire
2024-10-21 11:23:39,Akhir September lalu dua peserta lari Maybank Marathon yakni Polniwati Salim dan Suwandi berhasil mendapatkan slot lari pada event marathon terkemuka di dunia https://t.co/Usc2taaSYB,Twitter,4,Akhir September lalu dua peserta lari Maybank Marathon yakni Polniwati Salim dan Suwandi berhasil mendapatkan slot lari pada event marathon terkemuka di dunia https bingung /t.co/Usc2taaSYB,Akhir September lalu dua peserta lari Maybank Marathon yakni Polniwati Salim dan Suwandi berhasil mendapatkan slot lari lari pata acara maraton terkemuka di dunia https bingung /t.co/Usc2taSYB
2024-10-21 10:56:27,Bang gak ada rencana bikin video tutorial lari buat pemula kah?,YouTube,3,Bang gak ada rencana bikin video tutorial lari buat pemula kah?,Bang gak Ada rencana bikin video tutorial lari buat pemula kah?
