"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1843163144019165430","Mon Oct 07 05:35:12 +0000 2024","0","foto maybank marathon kok masi ada aja si di fotoyou. stop gak kata gua mah! stop kalian! stop","1843163144019165430","","","in","","0","1","0","https://x.com/undefined/status/1843163144019165430","4026930615",
"1843080174436516028","Mon Oct 07 01:08:55 +0000 2024","0","@fxmario Ya gak salah kalau misalnya ikutan event maybank marathon ikutan event 5k Cuma ya bukan berarti pernah lari marathon ️","1843096130667819236","","fxmario","in","","0","0","0","https://x.com/undefined/status/1843096130667819236","14427687",
"1841794209713717319","Thu Oct 03 16:04:58 +0000 2024","0","@metvdrc Bisa nih Maybank Marathon","1841872077609127962","","metvdrc","in","","0","1","0","https://x.com/undefined/status/1841872077609127962","63079326",
"1840384819168969208","Sun Sep 29 13:35:08 +0000 2024","0","Venue Oppo Run ngikut Maybank Marathon yak","1840384819168969208","","","in","","0","1","0","https://x.com/undefined/status/1840384819168969208","1491333834100854787",
"1840379699559596084","Sun Sep 29 13:14:47 +0000 2024","1","lucu bgt kalo ngeliat pasangan berlin marathon maybank padel turnamen double bareng HUHU i swear ya cari pasangan yg punya hobby sama deh or yg mau gt develop hobby bareng krn itutu yg bikin gajadi bosen dan seru terus","1840379699559596084","","","in","","0","0","0","https://x.com/undefined/status/1840379699559596084","1189718542465171456",
"1840009858118234489","Sat Sep 28 12:45:10 +0000 2024","1","12.700 pelari dari 57 negara berkumpul jadi satu memadati lintasan Maybank Marathon 2024 di Bali United Training Centre Gianyar. ‍️‍️ Peserta dari berbagai negara ini berkompetisi untuk tiga kategori yang dilombakan Marathon Half Marathon dan 10K. Hadir sebagai Elite https://t.co/ElPAf9DXEz","1840009858118234489","https://pbs.twimg.com/amplify_video_thumb/1840008779120947202/img/j3v2gjnfvhCMQG2t.jpg","","in","","0","0","0","https://x.com/undefined/status/1840009858118234489","759692754985242625",
"1839257209391427821","Fri Sep 27 23:55:41 +0000 2024","0","@tirta_cipeng wah baru liat ada giveaway ginian.. btw makasih ya dok udah nyempetin foto di Maybank Marathon yg lalu https://t.co/ZHagDXrFV1","1839816209099116858","https://pbs.twimg.com/media/GYhXF5sagAAQVvD.jpg","tirta_cipeng","in","","0","0","0","https://x.com/undefined/status/1839816209099116858","996580812953825285",
"1839257209391427821","Fri Sep 27 04:15:38 +0000 2024","0","@tirta_cipeng semoga kebagian dok. semoga mengingatkan foto ini waktu shake out run sebelum Maybank marathon 2024 agustus kemarin. berhasil finish FM dengan tertatih-tatih karena cedera angkle yg kumat di KM 28 - menjelang finish. bisa buat latian lagi pasatinya. https://t.co/AH59MTjrhx","1839519240480858172","https://pbs.twimg.com/media/GYdH-EDbwAAGzb8.jpg","tirta_cipeng","in","","0","0","0","https://x.com/undefined/status/1839519240480858172","59518188",
"1839504505173618877","Fri Sep 27 03:17:05 +0000 2024","0","Maybank Marathon 2024 yang berlangsung di Bali pada 25 Agustus lalu berhasil menyatukan 12.700 pelari dari 57 negara dalam semangat olahraga dan kebersamaan https://t.co/X2INzO0v8y","1839504505173618877","","","in","","0","0","0","https://x.com/undefined/status/1839504505173618877","759692754985242625",
"1839257209391427821","Fri Sep 27 01:45:42 +0000 2024","0","@tirta_cipeng Okeee ikut juga ini foto dari zaman obese tahun 2023 sampai akhirnya memutuskan mulai aktif lari lagi dari first 10k first 21k sampai akhirnya kemarin maybank first marathon. Skrg ketagihan olahraga dan lg mulai gym semoga tetap konsisten semangat semuanyaa!! https://t.co/k57HQsgo2T","1839481509834862891","https://pbs.twimg.com/media/GYcmrDaacAAqhYP.jpg","tirta_cipeng","in","","0","1","0","https://x.com/undefined/status/1839481509834862891","1741682083133841408",
"1839257209391427821","Thu Sep 26 11:35:57 +0000 2024","0","@tirta_cipeng Memulai olahraga karena kebutuhan dan akhirnya emg suka start lari dari 2021 dan sdh mengikuti banyak event salah satunya maybank marathon tahun kmrn dan di tahun ini masih terus berproses untuk race2 berikutnya https://t.co/6EyMpomQKe","1839267664432345237","https://pbs.twimg.com/media/GYZgexnXcAADTze.jpg","tirta_cipeng","in","","0","1","0","https://x.com/undefined/status/1839267664432345237","160897686",
"1839231840449867873","Thu Sep 26 09:13:36 +0000 2024","0","sering lari gini suatu saat bisa join maybank marathon bali ngga sih??","1839231840449867873","","","in","","0","0","0","https://x.com/undefined/status/1839231840449867873","1653687804961099776",
"1837797937868689432","Mon Sep 23 14:54:19 +0000 2024","0","@skinbrotha Sama kaya maybank marathon kmrn isi race pack nya seabrek wkwk","1838230418547769776","","skinbrotha","in","","0","0","0","https://x.com/undefined/status/1838230418547769776","1026128264580878336",
"1836397332369396086","Wed Sep 18 13:30:17 +0000 2024","0","Aku tengok tiktok live tadi dia cakap marathon standard chartered haram sebab ia bank konvensional dan ia mengamalkan riba' kalau kita join maknanya kita menyokong riba'. Okay. Tapi Maybank Cimb etc pun bank konvensional dan kita ada akaun bawah bank bank ni kira camne?","1836397332369396086","","","in","","0","0","0","https://x.com/undefined/status/1836397332369396086","1071381206002884608",
"1834955694497210513","Sat Sep 14 14:01:44 +0000 2024","0","Sudah hampir sebulan jadi rajin lari dari awalnya nemenin temen buat latihan maybank marathon malah ketagihan buat ikut juga.","1834955694497210513","","","in","","0","1","0","https://x.com/undefined/status/1834955694497210513","906890104731344897",
"1834876812104810568","Sat Sep 14 08:48:17 +0000 2024","0","Nek Betinho iseh main joggang jogging tinggal wae neng Bali Ben persiapan melu Bali Marathon Maybank","1834876812104810568","","","in","","0","1","0","https://x.com/undefined/status/1834876812104810568","335864723",
"1834790266974486951","Sat Sep 14 05:37:41 +0000 2024","0","@ikramwiese @trimasgetir_ Untuk di Denpasar ada di Kesiman di belakang patung raksasa yang dekat lapangan golf dan terhitung dekat dengan venue Maybank Marathon. https://t.co/O5CCq6bMRT","1834828847076049199","","ikramwiese","in","","0","0","1","https://x.com/undefined/status/1834828847076049199","72448520",
"1834449012164100234","Fri Sep 13 04:28:21 +0000 2024","0","Udah 3 minggu dari maybank marathon 2minggu lalu pulang dari bali belom bisa move on woyyyyy ","1834449012164100234","","","in","","0","0","0","https://x.com/undefined/status/1834449012164100234","933800706",
"1834148941597942216","Thu Sep 12 08:35:59 +0000 2024","0","Semenjak perhelatan yang pertama di tahun 2012 Maybank Marathon selalu memperkenalkan inisiatif-inisiatif keberlanjutan sebagai bagian dari komitmen Maybank dalam mendukung upaya keberlanjutan dengan turut memberikan dampak ekonomi sosial dan lingkungan terhadap pulau dewata https://t.co/BRTwUv8uej","1834148941597942216","https://pbs.twimg.com/ext_tw_video_thumb/1834148069832884227/pu/img/lxQeaJWK5rHt7KYr.jpg","","in","","0","0","0","https://x.com/undefined/status/1834148941597942216","212543328",
"1833679402401776040","Wed Sep 11 01:30:12 +0000 2024","0","Perayaan Komitmen The Westin Resort Nusa Dua Bali dalam Maybank Marathon Bali 2024 | Le Mariage Indonesia https://t.co/qD5Bk5aix7 @westinbali #bali #maybankmarathonbali2024 #maybankmarathonbali #westinbali","1833679402401776040","","","in","","0","0","0","https://x.com/undefined/status/1833679402401776040","69212103",
"1833403147869728870","Tue Sep 10 07:15:59 +0000 2024","0","MayMar adalah 2nd FM aku selepas KLSCM 2023. Training plan pun tak proper sangat. Banyak buat LSD &amp; trail run. Target sub 5 yg kena capai akhirnya berjaya. Yes PB with video. Watch my vlog Maybank Marathon here https://t.co/xW8iha6VnX","1833404034566525074","","RafZiz_Him","in","","0","0","0","https://x.com/undefined/status/1833404034566525074","62761280",
"1833403147869728870","Tue Sep 10 07:12:28 +0000 2024","1","Tak terfikir nak buat vlog lari lebih² lagi lari Full Marathon. Biasanya kalau race day aku lari with full concentrate . Tapi bila join Maybank Marathon haritu hype vibe dia lain macam. Kerja gila rekod video tapi dapat PB FM.","1833403147869728870","","","in","","0","1","0","https://x.com/undefined/status/1833403147869728870","62761280",
"1832652083801289005","Sun Sep 08 05:28:00 +0000 2024","0","Euforia Maybank Marathon 2024 semakin terasa dengan partisipasi aktif berbagai komunitas lari di seluruh Indonesia termasuk Bali. https://t.co/AJspVq8oXx","1832652083801289005","","","in","","0","0","0","https://x.com/undefined/status/1832652083801289005","2655442453",
"1832306507003916398","Sat Sep 07 09:58:37 +0000 2024","0","@hellovelove Blm bisa lari terakhir yg dr maybank bali marathon cidera aku kan sampe skrg msh sakit kaki kanannya ","1832357799952839112","","hellovelove","in","","0","1","0","https://x.com/undefined/status/1832357799952839112","99003694",
"1832038583865380927","Sat Sep 07 00:26:12 +0000 2024","7","@gilabola_ina Indonesia masuk world cup sy akan ikut Borobudur marathon dan maybank marathon tahun depan ","1832213744887419240","","gilabola_ina","in","","0","0","0","https://x.com/undefined/status/1832213744887419240","1001926238",
"1832036261491814896","Fri Sep 06 12:40:56 +0000 2024","0","New PB 2024 Unlocked in Maybank Marathon 2024. Next years moga bisa pecahin PB ini lagi #latepost https://t.co/MsHZW2w42D","1832036261491814896","https://pbs.twimg.com/media/GWyzPIKXIAEgp1P.jpg","","tl","","0","0","0","https://x.com/undefined/status/1832036261491814896","1419415184167239683",
"1831342093337505911","Thu Sep 05 10:33:42 +0000 2024","0","@SerieA_Lawas @aunrrahman Dulu waktu Bali United belum punya training center sendiri stadion Dipta beberapa kali sempat dipake venue event non sepakbola wkwkwk tapi setelah punya TC event non sepakbola yang digelar bisa dialihkan ke TC pekan lalu contohnya TC Bali United jadi venue Maybank Marathon ","1831641853395087584","","SerieA_Lawas","in","","0","1","0","https://x.com/undefined/status/1831641853395087584","442494029",
"1831310140575998454","Wed Sep 04 12:35:36 +0000 2024","0","Balik ke program diet setelah tapering dan recovery phase 2 race berturut2 Maybank Marathon &amp; Buyan Trail Run. Pen banget makan nasi padang. Nontonin tanboykun makan 7 bungkus aja udah kenyang ","1831310140575998454","","","in","","0","0","0","https://x.com/undefined/status/1831310140575998454","32832883",
"1831256156343570757","Wed Sep 04 09:01:05 +0000 2024","0","Pisang sering makan pisang karena di race lari buahnya lebih sering pisang. Tapi taukah kamuuuu di Maybank Marathon kemaren di ws nya ada nanas potong sunpride masih segar baru dipotong aku sih rela ya berenti nungguin mba nya selesai ngupasin","1831256156343570757","","","in","","0","0","0","https://x.com/undefined/status/1831256156343570757","61731439",
"1830912812295823553","Tue Sep 03 10:16:45 +0000 2024","19","KATA GWEH MINIMAL PUNYA 1 AJA DAILY TRAINER SAUCONY ASTAGFIRULLAH KENAPA GAK ADA YG BILANG INI SEPATU ENAK BANGETTTTTTT JUAL GAK SEMUA SEPATU LARI JELEK LU TERUS GANTI PAKE SUACONY @mengevaluarchi OTW BELI SPEED TRAINER DAN RACE NYA JUGA BISMILLAH 2025 MAYBANK MARATHON https://t.co/JqcsTE9CJB","1830912812295823553","https://pbs.twimg.com/media/GWi1ekDaoAAgV_1.jpg","","in","","0","2","0","https://x.com/undefined/status/1830912812295823553","1129614961183846400",
"1830573627734896672","Mon Sep 02 11:48:57 +0000 2024","89","2021 to 2024 versi aku dan papi jeki 2021 aku adalah princess yg sangat tidak mau lari 2024 aku adalah princess yang semangat lari supaya 2025 bisa maybank marathon bersama suamiku. Sehat jalur ingin lbh lama bersama my significant other @mengevaluarchi https://t.co/mryvZLq59L","1830573627734896672","https://pbs.twimg.com/media/GWeBAKxXsAAfdBF.jpg","","in","","0","1","4","https://x.com/undefined/status/1830573627734896672","1129614961183846400",
"1830424842803491171","Mon Sep 02 01:57:44 +0000 2024","1","Maybank Marathon Bali 2024 Done !! Selamat untuk seluruh finisher MMB 2024 diseluruh kategori ! Akan Kem-BALI di 2025 ! Thnks August ! See next race ️ https://t.co/lrFvf8owHJ","1830424842803491171","https://pbs.twimg.com/media/GWb5qjRacAAaSoW.jpg","","in","","0","0","0","https://x.com/undefined/status/1830424842803491171","1291729618437726208",
"1830259318463045748","Sun Sep 01 15:00:00 +0000 2024","0","New Balance hadir sebagai official athletic footwear partner untuk Maybank Marathon 2024 yang dilaksanakan di Bali per 25 Agustus. https://t.co/3CyMzIyu3u","1830259318463045748","","","in","","0","0","1","https://x.com/undefined/status/1830259318463045748","764018087205089280",
"1829916609739440570","Sat Aug 31 16:18:12 +0000 2024","0","Antara Pelari Outfit dan Sepatu di Ajang Maybank Marathon https://t.co/MwY4aBECU8","1829916609739440570","","","in","","0","0","0","https://x.com/undefined/status/1829916609739440570","23786106",
"1829894475654787272","Sat Aug 31 14:50:15 +0000 2024","0","Selamat kepada Rudi Febriade atas pencapaiannya meraih podium 3 Half Marathon Male National Category di Maybank Marathon Bali 2024. Optik Tunggal bangga menjadi bagian dari perjalananmu menuju kesuksesan berlari seraya menyuarakan program CSR untuk anak-anak pejuang Congenital https://t.co/RTgtgSYRsc","1829894475654787272","https://pbs.twimg.com/media/GWUXT-dXEAQ9AUX.jpg","","in","","0","0","0","https://x.com/undefined/status/1829894475654787272","169549748",
"1829686154553410022","Sat Aug 31 01:02:28 +0000 2024","0","5. Ada banyak lini shoes 6. Sole empuk medium 7. Brand lokal yg kemaren dapet podium tertinggi elite marathon maybank 2024 di Bali (910 geist ekiden pro dipakai pelari Kenya) [ - ] 1. Gak tau ini kakiku atau desain sepatunya pas dibuat lari ankle kaki kyk miring masuk ke dlm","1829686157464256915","","zero_absolutee","in","","0","0","0","https://x.com/undefined/status/1829686157464256915","1329810110646951936",
"1829535011898560907","Fri Aug 30 15:01:52 +0000 2024","0","tahun ini inceran race gw cuma 2 pocari sama maybank marathon tapi 22nya ga ada yg dapet : )","1829535011898560907","","","in","","0","1","0","https://x.com/undefined/status/1829535011898560907","865866009151815680",
"1829532792272965943","Fri Aug 30 14:53:03 +0000 2024","0","Dorong Gaya Hidup Aktif New Balance Sponsori Ajang Maybank Marathon 2024 https://t.co/eVyHF7iB57","1829532792272965943","","","in","","0","0","0","https://x.com/undefined/status/1829532792272965943","1349286188402712576",
"1829491298900070777","Fri Aug 30 12:08:10 +0000 2024","0","gue mau ngeluh dulu ANJIR GUE CAPEK BANGET COKKKKKK. gue capek tapi gue juga seneng rl gue produktif tapi capek. dari minggu lalu event marathon maybank lanjut pendampingan team basket sampe hari ini sekaligus ngurus jurnal kelengkapan daftar yudisium wisuda besok jaga lagi","1829491298900070777","","","in","","0","1","0","https://x.com/undefined/status/1829491298900070777","1611892246508613632",
"1829391363399733653","Fri Aug 30 05:31:04 +0000 2024","0","Maybank Marathon 2024 Juara Kategori 10 Kilometer Didominasi Pelari Kenya https://t.co/zq5mizl8Vq","1829391363399733653","","","in","","0","0","0","https://x.com/undefined/status/1829391363399733653","1693900315744161792",
"1829338949904671224","Fri Aug 30 02:02:47 +0000 2024","10","Runcation with 1KNR @Bali Maybank Marathon 2024 Sehingga kita bertemu lg di runcation yg lain bersama2 team @onekrubongnightrunners. See you next Bali Maratahon 2025. #togetherwerunhappy #healthylifestyle #trusttheprogress https://t.co/P5iRfc7OBD","1829338949904671224","https://pbs.twimg.com/media/GWMeEoQb0AA9yPo.jpg","","in","","0","2","0","https://x.com/undefined/status/1829338949904671224","144738597",
"1829121844521381905","Thu Aug 29 11:40:05 +0000 2024","11","Pelari Brigif 3/Tbs Pratu Laode Syafrudin Juara 1 Maybank Marathon Race Village Di Bali Kategori Fu https://t.co/dcq0nGi1j4","1829121844521381905","","","in","","0","1","1","https://x.com/undefined/status/1829121844521381905","71436318",
"1829115920780013662","Thu Aug 29 11:16:33 +0000 2024","0","Kesigapan PMI Provinsi Bali dalam kegiatan Maybank Marathon 2024 #palangmerahindonesia #pmibali #PMISelaluBantu #timkesehatan #MaybankMarathon2024 https://t.co/5hJ7p4jOqr","1829115920780013662","https://pbs.twimg.com/ext_tw_video_thumb/1829115847257763841/pu/img/oaGesf-PduWe5wQA.jpg","","in","","0","0","0","https://x.com/undefined/status/1829115920780013662","390466649",
"1829017221437202892","Thu Aug 29 04:44:21 +0000 2024","0","Kmaren lihat di sosmed banyak yang ikut Bali maybank marathon. Kayanya ga worth it deh Biaya pendaftaran udah 800k+ biaya tiket pesawat hotel dan pasti akomodasi. Ngapain sih? Cuma buat dapatin medali dan konten sosmed?","1829017221437202892","","","in","","0","0","0","https://x.com/undefined/status/1829017221437202892","1165492961037041665",
"1828792695646757322","Wed Aug 28 13:52:10 +0000 2024","0","Larinya baru sekali goalsnya tahun depan ikut maybank marathon","1828792695646757322","","","in","","0","0","0","https://x.com/undefined/status/1828792695646757322","86236672",
"1828742473738563752","Wed Aug 28 10:32:36 +0000 2024","0","Maybank Marathon 2024 Pelari Kenya Menjuarai Kategori Half Marathon https://t.co/H8a9Sz8qwU","1828742473738563752","","","in","","0","0","0","https://x.com/undefined/status/1828742473738563752","47274731",
"1828711915100725368","Wed Aug 28 08:31:11 +0000 2024","0","Maybank Marathon Bali 2024 | Wahyu Yusuf (30277) | Chip Time : 05:19:06 | Finish Time : 05:21:11 https://t.co/soInmuHS2a #running https://t.co/3PxYO507R5","1828711915100725368","https://pbs.twimg.com/media/GWDjy5dbwAAEgZd.jpg","","in","","0","0","0","https://x.com/undefined/status/1828711915100725368","15252732",
"1828710764426977639","Wed Aug 28 08:26:36 +0000 2024","0","Wahyu Yusuf | Maybank Marathon 2023 https://t.co/ghfdJHQ1cL","1828710764426977639","","","in","","0","0","0","https://x.com/undefined/status/1828710764426977639","15252732",
"1828708183755698237","Wed Aug 28 08:16:21 +0000 2024","0","Mau nebus foto maybank marathon tapi mukanya ga kobe semua terlebih bayar 50 rebu jadi mager Seru! alhamdulillah bisa ikut lagi marathon untuk ke 2 kalinya. Bisa finish walopun sepanjang race harus fokus sama kaki &amp; ga boleh terlalu maceuh sama cheering zone takut keram bos https://t.co/rpXMhFXoi4","1828708183755698237","https://pbs.twimg.com/media/GWDgZIaWsAA2GoQ.jpg","","in","","0","1","0","https://x.com/undefined/status/1828708183755698237","156692496",
"1828703958048620776","Wed Aug 28 07:59:33 +0000 2024","0","Maybank Marathon 2024 Juara Kategori 10 Kilometer Didominasi Pelari Kenya https://t.co/qfyQA2fZCM","1828703958048620776","","","in","","0","0","0","https://x.com/undefined/status/1828703958048620776","1710150884292997120",
"1828700846785499297","Wed Aug 28 07:47:12 +0000 2024","59","The person the playlist (ini lagu magical banget yang bikin aku ikut lari 21K Maybank Marathon) https://t.co/qeanZR5h5O","1828700846785499297","https://pbs.twimg.com/media/GWDZt9RbMAAc8HP.jpg","","in","","0","0","3","https://x.com/undefined/status/1828700846785499297","72448520",
"1828699807713817007","Wed Aug 28 07:43:04 +0000 2024","0","PT Bank Maybank Indonesia Tbk (Maybank Indonesia) siap menggelar lomba lari Elite Label Road Race Maybank Marathon 2024 besok Minggu (25/8/2024) dengan sejumlah pembaruan. https://t.co/6y1aa85TN8 #Taja #AdadiKompas","1828699807713817007","","","in","","0","0","0","https://x.com/undefined/status/1828699807713817007","155456716",
"1828671277256909106","Wed Aug 28 05:49:42 +0000 2024","2","Recap keseruan Maybank Marathon Bali 2024! Bali United Training Centre di Gianyar Bali menjadi lokasi baru yang menjadi saksi Kamu yang telah berhasil menunjukkan tekad kegigihan dan inspirasi dalam pencapaian olahraga lari. Ini bukan hanya tentang mengejar medali tetapi https://t.co/VXkBQwud9z","1828671277256909106","https://pbs.twimg.com/ext_tw_video_thumb/1828670296905187328/pu/img/OmMS-4wFCfYPf5RH.jpg","","in","","0","0","1","https://x.com/undefined/status/1828671277256909106","212543328",
"1828647095248822651","Wed Aug 28 04:13:36 +0000 2024","0","Penyanyi Putu Sutha Natha Wijaya sukses mengikuti 10 km Maybank Marathon 2024 Bali yang berlangsung di Kabupaten Gianyar Minggu (25/8). https://t.co/tgLiCGTuDV","1828647095248822651","","","in","","0","0","0","https://x.com/undefined/status/1828647095248822651","2655442453",
"1828627355100946508","Wed Aug 28 02:55:10 +0000 2024","4","Udah ada yg jual jersey maybank marathon. Bagus lho jerseynya. Brand 2xu pula. Apa gw jual juga ya?","1828627355100946508","","","in","","0","3","0","https://x.com/undefined/status/1828627355100946508","59677268",
"1828624927202910392","Wed Aug 28 02:45:31 +0000 2024","1","Yuk simak ungkapan perasaan mereka setelah terlibat menjadi tim kesehatan dalam Maybank Marathon 2024 #palangmerahindonesia #pmibali #PMISelaluBantu #timkesehatan #MaybankMarathon2024 https://t.co/0NvY4tlWGo","1828624927202910392","https://pbs.twimg.com/ext_tw_video_thumb/1828624795094917120/pu/img/cRXEFxI2fbxxfrXD.jpg","","in","","0","0","0","https://x.com/undefined/status/1828624927202910392","390466649",
